MeteoSchweiz/MeteoSuisse/MeteoSvizzera/MeteoSwiss

stn;time;tso010hs;tso020hs;tso005hs;gre000b0;prestab0;tre200b0;tre005b0;rre150b0;ure200b0;sre000b0;fkl010b0;dkl010b0
REH;2012010400;4.3;4.4;4.1;0.0;965.0;7.6;6.5;0.0;58.7;0.0;4.5;238
REH;2012010401;4.3;4.4;4.3;0.0;964.3;7.7;6.9;0.0;61.7;0.0;5.6;254
REH;2012010402;4.3;4.5;4.4;0.0;963.4;7.5;6.6;0.0;66.4;0.0;4.5;248
REH;2012010403;4.4;4.5;4.6;0.0;962.6;7.8;6.6;0.1;69.2;0.0;6.6;244
REH;2012010404;4.5;4.5;4.8;0.0;962.3;6.9;5.4;0.7;82.3;0.0;5.9;234
REH;2012010405;4.6;4.5;5.0;0.0;962.6;6.9;5.7;2.3;85.6;0.0;6.7;248
REH;2012010406;4.7;4.5;5.2;0.0;964.4;6.0;5.0;1.5;85.9;0.0;6.6;264
REH;2012010407;4.7;4.6;4.7;0.0;966.1;4.9;3.8;0.1;86.3;0.0;4.6;252
REH;2012010408;4.6;4.6;4.5;0.3;967.7;5.0;4.0;0.2;84.9;0.0;4.8;229
REH;2012010409;4.6;4.6;4.4;17.2;969.0;5.1;4.2;0.2;84.4;0.0;4.9;238
REH;2012010410;4.5;4.6;4.3;60.7;969.9;5.2;4.3;0.0;82.2;0.0;4.8;242
REH;2012010411;4.5;4.6;4.5;133.3;970.5;5.4;5.4;0.1;74.6;10.0;6.0;253
REH;2012010412;4.6;4.6;4.5;271.3;970.7;5.4;5.7;0.0;68.0;47.0;6.9;260
REH;2012010413;4.6;4.6;4.5;90.5;971.3;3.7;3.3;0.0;80.6;3.0;4.0;278
REH;2012010414;4.6;4.6;4.3;90.7;971.7;5.0;4.8;0.0;67.8;3.0;5.3;264
REH;2012010415;4.6;4.6;4.2;82.0;972.3;4.8;4.7;0.0;66.4;25.0;4.6;256
REH;2012010416;4.5;4.6;3.9;14.3;972.9;4.5;3.1;0.0;61.9;7.0;4.1;246
REH;2012010417;4.4;4.6;3.4;0.0;973.0;3.8;1.5;0.0;64.1;0.0;3.0;229
REH;2012010418;4.3;4.6;3.1;0.0;973.1;3.4;1.1;0.0;68.5;0.0;2.5;233
REH;2012010419;4.2;4.6;3.0;0.0;973.1;3.5;1.4;0.0;67.2;0.0;2.6;226
REH;2012010420;4.1;4.5;3.0;0.0;973.0;3.8;2.7;0.0;65.7;0.0;3.6;246
REH;2012010421;4.0;4.5;3.0;0.0;972.0;4.2;3.1;0.0;63.0;0.0;4.0;243
REH;2012010422;4.0;4.4;3.0;0.0;970.7;4.6;3.6;0.0;60.6;0.0;5.7;247
REH;2012010423;4.0;4.4;3.0;0.0;969.7;4.7;3.7;0.0;59.5;0.0;6.1;241
REH;2012010500;3.9;4.4;3.0;0.0;968.1;4.9;3.9;0.0;54.1;0.0;6.9;248
REH;2012010501;3.9;4.3;2.9;0.0;965.9;5.0;3.9;0.0;51.8;0.0;5.9;247
REH;2012010502;3.8;4.3;2.9;0.0;964.8;5.0;4.1;0.0;56.3;0.0;7.5;249
REH;2012010503;3.8;4.3;2.9;0.0;963.8;4.9;4.1;0.0;59.4;0.0;7.1;239
REH;2012010504;3.8;4.3;3.0;0.0;961.7;5.6;4.8;0.0;57.0;0.0;9.3;243
REH;2012010505;3.8;4.2;3.1;0.0;959.9;5.6;4.7;0.0;59.6;0.0;9.2;241
REH;2012010506;3.8;4.2;3.2;0.0;959.0;4.4;2.8;0.0;74.7;0.0;8.4;237
REH;2012010507;3.8;4.2;3.2;0.0;957.8;4.2;3.1;0.2;79.8;0.0;7.6;234
REH;2012010508;3.8;4.2;3.0;0.2;957.1;3.5;2.5;1.1;86.9;0.0;7.6;231
REH;2012010509;3.7;4.2;3.0;8.3;955.8;3.4;2.6;0.8;88.0;0.0;7.5;233
REH;2012010510;3.6;4.1;2.9;22.7;954.7;3.4;2.6;1.0;88.2;0.0;8.9;236
REH;2012010511;3.6;4.1;3.0;60.3;953.1;3.7;3.0;0.6;86.7;0.0;9.7;241
REH;2012010512;3.7;4.1;3.3;37.3;951.2;4.2;3.4;0.7;85.5;0.0;9.8;243
REH;2012010513;3.8;4.1;3.5;26.5;949.5;5.1;4.2;0.1;81.7;0.0;10.5;243
REH;2012010514;3.8;4.1;3.8;30.0;947.9;5.6;4.7;0.0;80.1;0.0;10.5;236
REH;2012010515;4.0;4.1;4.1;27.0;946.5;6.0;4.8;0.1;81.0;0.0;10.7;242
REH;2012010516;4.1;4.2;4.3;2.5;947.5;5.4;4.5;5.0;84.8;0.0;8.4;263
REH;2012010517;3.9;4.2;2.8;0.0;950.3;1.9;1.0;2.1;91.6;0.0;4.0;242
REH;2012010518;3.7;4.2;2.5;0.0;951.1;2.4;1.4;0.3;90.0;0.0;3.3;237
REH;2012010519;3.6;4.1;2.7;0.0;952.4;3.2;2.3;0.7;89.2;0.0;3.1;228
REH;2012010520;3.6;4.1;2.9;0.0;952.1;3.9;2.8;0.6;85.5;0.0;5.8;242
REH;2012010521;3.6;4.0;3.0;0.0;952.9;3.2;2.1;0.3;87.4;0.0;6.2;263
REH;2012010522;3.6;4.0;2.9;0.0;953.0;3.2;2.2;0.3;90.2;0.0;5.1;262
REH;2012010523;3.6;4.0;2.8;0.0;953.3;3.2;1.8;0.1;85.8;0.0;4.8;262
REH;2012010600;3.6;4.0;2.7;0.0;953.9;2.8;1.9;1.0;89.1;0.0;5.1;267
REH;2012010601;3.5;4.0;2.7;0.0;955.4;2.7;1.7;0.2;86.6;0.0;5.3;279
REH;2012010602;3.5;4.0;2.7;0.0;957.2;2.5;1.1;0.0;81.5;0.0;5.2;280
REH;2012010603;3.5;3.9;2.4;0.0;958.3;2.0;0.4;0.0;79.3;0.0;5.2;273
REH;2012010604;3.4;3.9;2.2;0.0;959.5;1.8;0.6;0.0;80.1;0.0;5.2;267
REH;2012010605;3.3;3.9;2.1;0.0;960.4;1.5;0.4;0.0;86.5;0.0;4.0;267
REH;2012010606;3.2;3.8;2.0;0.0;961.4;1.5;0.2;0.1;84.8;0.0;5.4;265
REH;2012010607;3.2;3.8;2.0;0.0;962.4;1.6;0.4;0.0;83.2;0.0;4.2;253
REH;2012010608;3.2;3.8;2.0;11.8;963.3;1.7;0.3;0.0;79.1;2.0;5.1;261
REH;2012010609;3.1;3.7;2.0;102.0;964.3;2.0;1.5;0.0;78.7;37.0;5.4;259
REH;2012010610;3.1;3.7;2.2;85.5;965.2;2.3;2.1;0.0;77.6;2.0;4.8;257
REH;2012010611;3.2;3.7;2.5;86.7;965.8;2.8;2.6;0.0;75.6;0.0;5.2;266
REH;2012010612;3.2;3.7;2.6;93.0;966.5;3.1;3.0;0.0;75.0;0.0;5.9;263
REH;2012010613;3.3;3.7;2.8;100.5;966.9;3.3;3.3;0.0;74.7;0.0;5.9;261
REH;2012010614;3.3;3.7;3.0;110.5;967.8;3.4;3.5;0.0;76.6;1.0;5.8;268
REH;2012010615;3.4;3.7;3.0;33.5;969.2;3.1;2.7;0.0;79.6;0.0;5.4;262
REH;2012010616;3.4;3.7;2.8;3.8;970.6;2.6;1.9;0.0;85.1;0.0;4.9;251
REH;2012010617;3.4;3.8;2.7;0.0;971.8;2.3;1.5;0.1;88.0;0.0;4.2;248
REH;2012010618;3.4;3.8;2.6;0.0;972.6;2.1;1.3;0.4;89.0;0.0;3.9;243
REH;2012010619;3.4;3.8;2.5;0.0;973.0;2.3;1.3;0.0;88.5;0.0;3.2;243
REH;2012010620;3.3;3.8;2.5;0.0;973.7;2.4;1.4;0.0;87.3;0.0;2.4;226
REH;2012010621;3.3;3.8;2.6;0.0;974.1;2.5;1.4;0.0;86.0;0.0;1.9;227
REH;2012010622;3.4;3.8;2.7;0.0;974.0;2.5;1.3;0.0;84.8;0.0;2.6;218
REH;2012010623;3.3;3.8;2.6;0.0;974.1;2.3;0.9;0.0;83.6;0.0;1.8;231
REH;2012010700;3.3;3.7;2.5;0.0;974.1;2.6;1.6;0.0;80.1;0.0;3.0;232
REH;2012010701;3.3;3.7;2.5;0.0;973.9;2.5;1.4;0.0;78.8;0.0;2.9;224
REH;2012010702;3.3;3.7;2.4;0.0;973.8;2.3;1.4;0.0;78.9;0.0;2.7;231
REH;2012010703;3.3;3.7;2.4;0.0;973.6;1.7;0.3;0.0;81.5;0.0;1.5;250
REH;2012010704;3.3;3.7;2.2;0.0;973.1;1.1;-0.9;0.0;82.6;0.0;2.5;214
REH;2012010705;3.2;3.7;1.9;0.0;973.2;1.2;-0.2;0.0;80.5;0.0;3.1;222
REH;2012010706;3.1;3.7;1.8;0.0;973.1;1.3;-0.2;0.0;77.0;0.0;2.4;227
REH;2012010707;3.0;3.6;1.8;0.0;973.0;1.4;0.6;0.0;75.4;0.0;2.4;217
REH;2012010708;3.0;3.6;1.8;8.5;972.8;1.8;1.1;0.0;70.9;0.0;3.7;227
REH;2012010709;2.9;3.5;1.8;38.5;972.3;2.3;1.7;0.0;66.4;0.0;4.8;223
REH;2012010710;2.9;3.5;1.9;71.0;971.7;2.4;2.3;0.0;69.1;0.0;6.2;236
REH;2012010711;2.9;3.5;2.0;46.0;971.3;2.5;2.3;0.0;70.2;0.0;6.4;232
REH;2012010712;3.0;3.5;2.0;80.8;970.6;2.1;1.6;0.0;79.0;0.0;6.4;236
REH;2012010713;3.0;3.5;2.0;57.8;970.1;1.8;1.0;0.1;85.3;0.0;6.0;230
REH;2012010714;2.8;3.5;1.6;52.3;969.7;1.6;0.9;0.5;89.6;0.0;6.1;231
REH;2012010715;2.8;3.4;1.8;10.8;969.3;2.3;1.5;0.1;88.5;0.0;6.3;226
REH;2012010716;2.9;3.4;2.2;0.3;969.1;2.8;2.0;0.0;87.4;0.0;6.1;224
REH;2012010717;3.0;3.4;2.4;0.0;969.0;3.4;2.6;0.0;85.5;0.0;7.4;220
REH;2012010718;3.1;3.5;2.7;0.0;968.9;3.9;3.1;0.0;83.0;0.0;7.1;225
REH;2012010719;3.1;3.5;2.8;0.0;969.1;4.0;3.0;0.6;86.8;0.0;6.0;237
REH;2012010720;3.2;3.5;3.0;0.0;969.2;4.4;3.3;0.1;85.1;0.0;6.0;226
REH;2012010721;3.3;3.5;3.2;0.0;970.0;4.5;3.5;0.4;86.8;0.0;3.5;241
REH;2012010722;3.3;3.5;3.3;0.0;970.0;4.4;3.5;0.6;89.6;0.0;3.8;244
REH;2012010723;3.4;3.5;3.3;0.0;970.0;4.2;3.3;0.0;90.9;0.0;2.3;255
REH;2012010800;3.4;3.6;3.3;0.0;970.0;3.9;2.8;0.0;91.6;0.0;1.0;269
REH;2012010801;3.4;3.6;3.2;0.0;970.1;3.9;2.9;0.0;91.6;0.0;1.4;267
REH;2012010802;3.4;3.6;3.3;0.0;969.9;4.2;3.2;0.0;87.6;0.0;2.4;270
REH;2012010803;3.5;3.6;3.3;0.0;970.1;4.4;3.4;0.0;85.0;0.0;2.5;274
REH;2012010804;3.5;3.7;3.3;0.0;970.4;4.4;3.3;0.0;81.7;0.0;2.7;257
REH;2012010805;3.5;3.7;3.2;0.0;970.4;4.3;3.4;0.0;79.4;0.0;3.1;244
REH;2012010806;3.5;3.7;3.2;0.0;969.6;4.2;3.3;0.0;76.1;0.0;3.3;228
REH;2012010807;3.5;3.7;3.1;0.0;969.6;4.4;3.5;0.0;74.5;0.0;3.3;229
REH;2012010808;3.5;3.7;3.1;0.2;969.6;4.5;3.6;0.0;77.7;0.0;3.3;245
REH;2012010809;3.5;3.7;3.2;5.5;969.6;4.8;4.1;0.0;78.4;0.0;4.1;243
REH;2012010810;3.5;3.7;3.3;8.5;969.9;5.0;4.4;0.0;78.7;0.0;4.9;246
REH;2012010811;3.5;3.7;3.5;12.2;970.1;4.8;3.7;0.1;80.7;0.0;4.0;258
REH;2012010812;3.6;3.7;3.5;19.5;970.4;4.0;3.4;1.5;89.1;0.0;4.0;280
REH;2012010813;3.6;3.7;3.6;129.3;970.1;4.1;3.9;0.0;87.9;2.0;4.8;248
REH;2012010814;3.7;3.8;3.9;114.2;970.2;4.5;3.9;0.0;84.3;5.0;4.8;256
REH;2012010815;3.8;3.8;3.9;31.7;970.8;4.2;3.4;0.3;86.0;0.0;3.8;266
REH;2012010816;3.8;3.8;3.6;13.0;971.4;3.6;2.2;0.0;87.7;0.0;2.1;261
REH;2012010817;3.8;3.8;3.4;0.0;971.8;3.7;2.2;0.0;88.7;0.0;1.8;221
REH;2012010818;3.7;3.9;3.3;0.0;972.3;3.6;2.4;0.1;86.8;0.0;3.0;246
REH;2012010819;3.7;3.9;3.2;0.0;972.7;3.4;2.3;0.0;87.8;0.0;1.7;224
REH;2012010820;3.7;3.9;3.2;0.0;973.2;3.4;2.1;0.0;87.0;0.0;0.7;246
REH;2012010821;3.7;3.9;3.2;0.0;973.8;3.3;2.3;0.3;88.7;0.0;0.9;272
REH;2012010822;3.6;3.9;3.2;0.0;973.9;3.0;2.0;0.1;91.3;0.0;2.7;251
REH;2012010823;3.6;3.8;3.0;0.0;973.9;3.0;2.1;0.0;90.1;0.0;3.0;253
REH;2012010900;3.6;3.8;3.0;0.0;974.4;2.8;1.5;0.0;90.2;0.0;2.1;267
REH;2012010901;3.5;3.8;2.9;0.0;974.7;3.0;1.7;0.0;87.7;0.0;2.5;259
REH;2012010902;3.5;3.8;2.9;0.0;975.4;3.0;2.0;0.0;87.8;0.0;2.0;236
REH;2012010903;3.5;3.8;2.9;0.0;975.8;2.8;1.6;0.0;87.8;0.0;2.0;234
REH;2012010904;3.5;3.8;2.8;0.0;975.9;2.5;0.5;0.0;88.9;0.0;1.3;243
REH;2012010905;3.4;3.8;2.7;0.0;976.2;2.5;0.9;0.0;89.0;0.0;1.8;238
REH;2012010906;3.4;3.8;2.6;0.0;976.4;2.7;1.1;0.0;87.2;0.0;1.3;248
REH;2012010907;3.3;3.7;2.6;0.0;976.7;2.6;0.6;0.0;88.0;0.0;0.8;260
REH;2012010908;3.3;3.7;2.6;8.7;976.8;1.7;0.3;0.0;94.6;0.0;0.3;247
REH;2012010909;3.3;3.7;2.7;58.8;977.3;2.4;2.0;0.0;92.1;0.0;0.5;256
REH;2012010910;3.3;3.7;3.1;98.0;977.7;3.7;4.0;0.0;85.2;0.0;0.9;268
REH;2012010911;3.4;3.7;3.6;159.5;977.8;4.6;5.5;0.0;79.4;0.0;1.6;262
REH;2012010912;3.6;3.7;4.1;153.7;977.5;5.0;6.1;0.0;77.1;0.0;1.7;232
REH;2012010913;3.8;3.7;4.4;117.7;977.4;5.2;5.8;0.0;74.5;0.0;2.2;252
REH;2012010914;3.9;3.8;4.3;63.0;977.5;5.2;5.3;0.0;75.5;0.0;2.2;245
REH;2012010915;4.0;3.9;4.2;20.8;977.9;4.7;3.9;0.0;79.8;0.0;2.0;220
REH;2012010916;4.0;3.9;4.0;5.3;978.0;4.8;3.5;0.0;78.9;0.0;2.0;208
REH;2012010917;4.0;4.0;3.9;0.0;978.5;4.8;3.6;0.0;77.4;0.0;1.7;225
REH;2012010918;4.0;4.0;3.8;0.0;979.1;4.8;4.0;0.0;77.8;0.0;2.1;235
REH;2012010919;4.0;4.0;3.8;0.0;979.4;4.7;4.0;0.0;80.4;0.0;4.1;234
REH;2012010920;4.0;4.0;3.7;0.0;979.8;4.4;3.8;0.0;84.0;0.0;3.9;222
REH;2012010921;4.0;4.0;3.7;0.0;980.0;4.2;3.7;0.0;85.5;0.0;2.7;211
REH;2012010922;3.9;4.1;3.7;0.0;980.1;4.3;3.8;0.0;83.8;0.0;2.1;216
REH;2012010923;3.9;4.1;3.7;0.0;980.2;4.4;3.8;0.0;82.5;0.0;2.7;224
REH;2012011000;3.9;4.1;3.6;0.0;980.1;4.3;3.6;0.0;82.6;0.0;2.6;214
REH;2012011001;3.9;4.1;3.6;0.0;980.2;4.6;3.6;0.0;79.4;0.0;1.9;238
REH;2012011002;3.9;4.1;3.6;0.0;980.6;4.4;3.7;0.0;80.7;0.0;1.5;283
REH;2012011003;3.9;4.1;3.6;0.0;980.7;3.4;2.5;0.0;88.9;0.0;0.3;176
REH;2012011004;3.9;4.1;3.5;0.0;980.1;3.9;2.9;0.0;86.0;0.0;1.2;200
REH;2012011005;3.9;4.1;3.5;0.0;980.2;3.8;2.8;0.0;86.2;0.0;0.5;260
REH;2012011006;3.9;4.1;3.5;0.0;980.3;3.6;2.7;0.0;88.5;0.0;0.9;185
REH;2012011007;3.8;4.0;3.5;0.0;980.6;3.5;2.7;0.0;89.2;0.0;0.6;238
REH;2012011008;3.8;4.0;3.5;6.2;980.9;3.4;2.9;0.2;93.0;0.0;0.6;180
REH;2012011009;3.8;4.0;3.7;23.0;981.4;4.2;3.9;0.0;90.7;0.0;0.6;154
REH;2012011010;3.9;4.0;3.9;54.5;981.8;4.6;4.7;0.0;90.4;0.0;0.3;131
REH;2012011011;4.0;4.0;4.4;148.8;981.6;5.7;6.7;0.0;84.9;0.0;0.6;134
REH;2012011012;4.1;4.1;5.0;166.5;981.4;6.5;8.2;0.0;78.7;4.0;1.0;216
REH;2012011013;4.3;4.1;5.3;133.5;981.1;6.7;7.9;0.0;79.7;0.0;0.5;236
REH;2012011014;4.5;4.2;5.6;96.0;981.0;6.6;6.9;0.0;79.9;0.0;0.5;67
REH;2012011015;4.6;4.3;5.4;86.3;981.1;6.5;6.9;0.0;79.5;20.0;0.9;134
REH;2012011016;4.7;4.4;5.1;28.5;981.2;5.4;3.9;0.0;83.5;26.0;0.3;127
REH;2012011017;4.7;4.4;4.3;0.0;981.2;3.1;-0.6;0.0;94.3;0.0;0.3;175
REH;2012011018;4.5;4.4;3.5;0.0;981.1;2.0;-1.5;0.0;97.4;0.0;0.2;272
REH;2012011019;4.3;4.4;3.0;0.0;981.0;1.3;-2.4;0.0;98.9;0.0;0.2;145
REH;2012011020;4.1;4.4;2.6;0.0;981.0;0.7;-2.7;0.0;99.1;0.0;0.2;165
REH;2012011021;3.9;4.3;2.3;0.0;981.0;0.1;-3.1;0.0;99.6;0.0;0.3;132
REH;2012011022;3.8;4.3;2.2;0.0;981.1;-0.3;-2.4;0.0;100.0;0.0;0.2;151
REH;2012011023;3.6;4.2;2.2;0.0;981.1;0.5;-0.1;0.0;100.0;0.0;0.3;128
REH;2012011100;3.5;4.1;2.3;0.0;980.9;1.6;0.8;0.0;100.0;0.0;0.3;89
REH;2012011101;3.5;4.0;2.5;0.0;981.0;2.1;1.8;0.0;99.4;0.0;1.6;36
REH;2012011102;3.5;4.0;2.7;0.0;981.2;2.0;1.9;0.0;99.6;0.0;1.3;76
REH;2012011103;3.5;4.0;2.9;0.0;981.1;1.9;1.8;0.0;99.2;0.0;0.6;106
REH;2012011104;3.5;3.9;3.0;0.0;980.7;1.8;1.7;0.0;97.3;0.0;0.8;117
REH;2012011105;3.5;3.9;3.0;0.0;980.7;1.4;1.5;0.0;98.4;0.0;0.3;84
REH;2012011106;3.5;3.9;3.0;0.0;980.7;1.5;1.4;0.0;97.7;0.0;0.6;110
REH;2012011107;3.5;3.9;3.0;0.0;981.0;1.4;1.3;0.0;96.2;0.0;0.7;89
REH;2012011108;3.5;3.9;3.0;4.5;981.5;1.4;1.3;0.0;95.4;0.0;0.4;110
REH;2012011109;3.5;3.9;3.0;19.7;982.2;1.7;1.6;0.0;93.3;0.0;1.7;179
REH;2012011110;3.5;3.9;3.0;40.7;982.7;1.5;1.8;0.0;94.1;0.0;1.1;174
REH;2012011111;3.6;3.9;3.2;50.3;982.9;1.8;2.3;0.0;92.9;0.0;0.7;183
REH;2012011112;3.6;3.9;3.3;63.5;982.5;2.1;2.7;0.0;90.7;0.0;1.0;170
REH;2012011113;3.7;3.9;3.5;66.3;982.1;2.3;3.2;0.0;88.1;0.0;0.8;158
